ID X Y Z 
0 0.0000000000000000e+00 0.0000000000000000e+00 1.0000000000000000e+00
1 0.9428090415820634e+00 0.0000000000000000e+00 -0.3333333333333333e+00
2 -0.4714045207910317e+00 0.8164965809277259e+00 -0.3333333333333333e+00
3 -0.4714045207910317e+00 -0.8164965809277259e+00 -0.3333333333333333e+00
