ID NumVertices Vertices NumEdges Edges
0 3 0 2 5 3 0 3 9
1 3 2 1 5 3 9 4 7
2 3 1 4 5 3 7 6 11
3 3 4 0 5 3 11 3 2
4 3 4 0 3 3 2 10 1
5 3 0 2 3 3 1 0 8
6 3 2 1 3 3 8 4 5
7 3 1 4 3 3 5 6 10
